episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,info/num_steps_trained,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_replayed,perf/cpu_util_percent,perf/ram_util_percent,info/timing_breakdown/optimizer_step_time_ms,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles
13760.0,-36750.0,4578.076923076923,4000.0,2,1500,False,110000,26,51,1cea942ee6e04492b797d596ced16778,2020-06-12_21-58-25,1591999105,13.0404634475708,639.7492926120758,60524,nid03830,10.236.16.110,639.7492926120758,110000,51,110000,110000,2206,0,0.6210526315789474,2.7,238.109,23.366,nan,nan,3533.765,220,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,4904.074074074074,4000.0,1,2000,False,112000,27,52,1cea942ee6e04492b797d596ced16778,2020-06-12_21-58-37,1591999117,12.039161443710327,651.7884540557861,60524,nid03830,10.236.16.110,651.7884540557861,112000,52,112000,112000,2240,0,0.6764705882352942,2.7,286.912,23.521,nan,nan,3425.0,224,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,4904.074074074074,4000.0,0,1500,False,113500,27,53,1cea942ee6e04492b797d596ced16778,2020-06-12_21-58-50,1591999130,13.165735006332397,664.9541890621185,60524,nid03830,10.236.16.110,664.9541890621185,113500,53,113500,113500,2276,0,0.631578947368421,2.7,232.29,22.975,nan,nan,3592.058,227,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,4904.074074074074,4000.0,0,2000,False,115500,27,54,1cea942ee6e04492b797d596ced16778,2020-06-12_21-59-02,1591999142,12.355932235717773,677.3101212978363,60524,nid03830,10.236.16.110,677.3101212978363,115500,54,115500,115500,2310,0,0.6764705882352942,2.7,288.60200000000003,22.403,nan,nan,3468.219,231,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,5175.357142857143,4000.0,1,1500,False,117000,28,55,1cea942ee6e04492b797d596ced16778,2020-06-12_21-59-16,1591999156,13.273483753204346,690.5836050510406,60524,nid03830,10.236.16.110,690.5836050510406,117000,55,117000,117000,2346,0,0.6210526315789473,2.7,240.447,21.815,nan,nan,3636.663,234,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,5175.357142857143,4000.0,0,2000,False,119000,28,56,1cea942ee6e04492b797d596ced16778,2020-06-12_21-59-28,1591999168,12.578240394592285,703.1618454456329,60524,nid03830,10.236.16.110,703.1618454456329,119000,56,119000,119000,2380,0,0.6444444444444444,2.7,306.598,22.494,nan,nan,3532.006,238,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,5175.357142857143,4000.0,0,1500,False,120500,28,57,1cea942ee6e04492b797d596ced16778,2020-06-12_21-59-42,1591999182,13.398735046386719,716.5605804920197,60524,nid03830,10.236.16.110,716.5605804920197,120500,57,120500,120500,2416,0,0.631578947368421,2.7,222.249,23.617,nan,nan,3689.75,241,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,5175.357142857143,4000.0,0,2000,False,122500,28,58,1cea942ee6e04492b797d596ced16778,2020-06-12_21-59-55,1591999195,12.685999870300293,729.24658036232,60524,nid03830,10.236.16.110,729.24658036232,122500,58,122500,122500,2450,0,0.6666666666666666,2.7,298.019,24.177,nan,nan,3566.331,245,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,5175.357142857143,4000.0,0,1500,False,124000,28,59,1cea942ee6e04492b797d596ced16778,2020-06-12_22-00-08,1591999208,12.864830255508423,742.1114106178284,60524,nid03830,10.236.16.110,742.1114106178284,124000,59,124000,124000,2484,0,0.6111111111111112,2.7,266.597,24.498,nan,nan,3737.368,248,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13760.0,-36750.0,5686.333333333333,4000.0,2,1500,False,125500,30,60,1cea942ee6e04492b797d596ced16778,2020-06-12_22-00-20,1591999220,12.813922643661499,754.9253332614899,60524,nid03830,10.236.16.110,754.9253332614899,125500,60,125500,125500,2518,0,0.5947368421052631,2.7,292.457,24.217,nan,nan,3773.9500000000003,251,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
